id,name,code,iata,sign,country,status
5292,Vietnam Airlines,VN,HVN,VIET NAM AIRLINES,Vietnam,1
5293,Vozdushnaya Academy,,KWA,VOZAIR,Kazakhstan,1
5294,VIM Airlines,NN,MOV,MOV AIR,Russia,1
5295,VIM-Aviaservice,,MVY,,Russia,1
5297,Victoria Aviation,,ENV,ENDEAVOUR,United Kingdom,1
5298,Viscount Air Service,,VCT,VISCOUNT AIR,United States,1
5299,Vision Airlines,,SSI,SUPER JET,Nigeria,1
5300,VIP Air Charter,,FXF,FOX FLIGHT,United States,1
5301,VIP Avia,,PAV,NICOL,Kazakhstan,1
5302,VIP Avia,,PRX,PAREX,Latvia,1
5303,Visionair,,VAT,VISIONAIR,Ireland,1
5305,VICA - Viacao Charter Aereos,,VCA,VICA,Brazil,1
5306,Volare Air Charter Company,,VCM,CARMEN,United States,1
5307,Volaris,Y4,VOI,VOLARIS,Mexico,1
5308,Volga-Dnepr Airlines,VI,VDA,VOLGA-DNEPR,Russia,1
5309,Vega Airlines,,VEA,VEGA AIRLINES,Bulgaria,1
5310,Venescar Internacional,,VEC,VECAR,Venezuela,1
5311,Victor Echo,,VEE,VICTOR ECHO,Spain,1
5312,Virgin Express Ireland,,VEI,GREEN ISLE,Ireland,1
5313,Virgin America,VX,VRD,REDWOOD,United States,1
5314,Vieques Air Link,,VES,VIEQUES,United States,1
5315,Virgin Express,TV,VEX,VIRGIN EXPRESS,Belgium,1
5316,VZ Flights,,VFT,ZETA FLIGHTS,Mexico,1
5317,Virgin Nigeria Airways,VK,VGN,VIRGIN NIGERIA,Nigeria,1
5318,Vologda State Air Enterprise,,VGV,VOLOGDA AIR,Russia,1
5319,VH-Air Industrie,,VHA,AIR V-H,Angola,1
5320,VHM Schul-und-Charterflug,,VHM,EARLY BIRD,Germany,1
5321,Vibroair Flugservice,,VIB,VITUS,Germany,1
5322,VIP Servicios Aereos Ejecutivos,,VIC,VIP-EJECUTIVO,Mexico,1
5323,VIP Empresarial,,VIE,VIP EMPRESARIAL,Mexico,1
5324,VIF Luftahrt,,VIF,VIENNA FLIGHT,Austria,1
5325,Vega Aviation,,VIG,VEGA AVIATION,Sudan,1
5326,Vichi,,VIH,VICHI,Moldova,1
5327,Viking Airlines,,VIK,SWEDJET,Sweden,1
5328,Vinair - Helicoptereos,,VIN,VINAIR,Portugal,1
5329,Virgin Atlantic Airways,VS,VIR,VIRGIN,United Kingdom,1
5330,Viajes Ejecutivos Mexicanos,,VJM,VIAJES MEXICANOS,Mexico,1
5331,Vistajet,,VJT,VISTA,Canada,1
5332,Viva Macau,ZG,VVM,JACKPOT,Macao,1
5333,Volare Airlines,VE,VLE,VOLA,Italy,1
5334,Vueling Airlines,VY,VLG,VUELING,Spain,1
5335,Vladivostok Air,XF,VLK,VLADAIR,Russia,1
5336,Varig Log,LC,VLO,VELOG,Brazil,1
5337,Vertical-T Air Company,,VLT,VERTICAL,Russia,1
5338,Vero Monmouth Airlines,,VMA,VERO MONMOUTH,United States,1
5339,Vipport Joint Stock Company,,VNK,,Russia,1
5340,Viaggio Air,VM,VOA,VIAGGIO,Bulgaria,1
5341,Voyager Airlines,,VOG,VOYAGER AIR,Bangladesh,1
5342,Virgin Australia,VA,VOZ,VIRGIN,Australia,1
5343,Virgin Blue,DJ,VBI,BLUEY,Australia,1
5344,VIP Air,,VPA,VIP TAXI,Slovakia,1
5345,Veteran Air,,VPB,VETERAN,Ukraine,1
5346,VIP-Avia,,VPV,VIP AVIA,Georgia,1
5347,Vertair,,VRA,VERITAIR,United Kingdom,1
5348,Volare Airlines,,VRE,UKRAINE VOLARE,Ukraine,1
5349,Voar Lda,,VRL,VOAR LINHAS,Angola,1
5350,VRG Linhas Aereas,RG,VRN,VARIG,Brazil,1
5351,Vickers Limited,,VSB,VICKERS,United Kingdom,1
5352,Visig Operaciones Aereas,,VSG,VISIG,Spain,1
5353,Vision Airways Corporation,,VSN,VISION,Canada,1
5354,Voronezh Aircraft Manufacturing Society,,VSO,VASO,Russia,1
5355,VASP,VP,VSP,VASP,Brazil,1
5356,Virign Islands Seaplane Shuttle,,VSS,WATERBIRD,United States,1
5357,Vuelos Especializados Tollocan,,VTC,VUELOS TOLLOCAN,Mexico,1
5358,Vuelos Corporativos de Tehuacan,,VTH,VUELOS TEHUACAN,Mexico,1
5359,Vostok Airlines,,VTK,VOSTOK,Russia,1
5360,Victor Tagle Larrain,,VTL,VITALA,Chile,1
5361,Vointeh,,VTV,VOINTEH,Bulgaria,1
5362,Vuelos Internos Privados VIP,,VUR,VIPEC,Ecuador,1
5363,Vuela Bus,,VUS,VUELA BUS,Mexico,1
5364,Vzlyet,,VZL,VZLYET,Russia,1
5365,VLM Airlines,VG,VLM,RUBENS,Belgium,1
5366,Viking Express,,WCY,TITAN AIR,United States,1
5367,Victoria International Airways,,WEV,VICTORIA UGANDA,Uganda,1
5368,Volga Aviaexpress,,WLG,GOUMRAK,Russia,1
5369,WDL Aviation,,WDL,WDL,Germany,1
5370,WRA Inc,,WRR,WRAP AIR,United States,1
5371,WSI Corporation,,XWS,,United States,1
5372,Walmart Aviation,,CGG,CHARGE,United States,1
5373,Walsten Air Services,,WAS,WALSTEN,Canada,1
5374,Walter I Linkoping,,GOT,GOTHIC,Sweden,1
5375,Wapiti Aviation,,WPT,WAPITI,Canada,1
5376,Warbelow's Air Ventures,,WAV,WARBELOW,United States,1
5377,Warwickshire Aerocentre Ltd.,,ATX,AIRTAX,United Kingdom,1
5378,Wasaya Airways,,WSG,WASAYA,Canada,1
5380,Weasua Air Transport Company,,WTC,WATCO,Liberia,1
5381,WebJet Linhas A,WJ,WEB,WEB-BRASIL,Brazil,1
5382,Welch Aviation,,TDB,THUNDER BAY,United States,1
5383,Welcome Air,2W,WLC,WELCOMEAIR,Austria,1
5384,Wermlandsflyg AB,,BLW,BLUESTAR,Sweden,1
5385,West Africa Airlines,,WCB,KILO YANKEE,Ghana,1
5386,West African Air Transport,,WTF,WESTAF AIRTRANS,Senegal,1
5387,West African Airlines,,WSF,,Benin,1
5388,West African Cargo Airlines,,WAC,WESTAF CARGO,Mauritania,1
5389,West Air Luxembourg,,WLX,WEST LUX,Luxembourg,1
5390,West Air Sweden,PT,SWN,AIR SWEDEN,Sweden,1
5391,West Caribbean Airways,,WCW,,Colombia,1
5392,West Caribbean Costa Rica,,WCR,WEST CARIBBEAN,Costa Rica,1
5394,West Coast Airlines,,WCG,WHISKY INDIA,Ghana,1
5395,West Coast Airways,,WCA,WEST-LEONE,Sierra Leone,1
5396,West Freugh DTEO,,TEE,TEEBIRD,United Kingdom,1
5397,West Wind Aviation,,WEW,WESTWIND,Canada,1
5398,WestJet,WS,WJA,WESTJET,Canada,1
5399,Westair Aviation,,WAA,WESTAIR WINGS,Namibia,1
5400,Westair Cargo Airlines,,WSC,WESTCAR,Cote d'Ivoire,1
5401,Westair Industries,,PCM,PAC VALLEY,United States,1
5402,Westcoast Energy,,BLK,BLUE FLAME,Canada,1
5403,Western Air,,WST,WESTERN BAHAMAS,Bahamas,1
5404,Western Air Couriers,,NPC,NORPAC,United States,1
5405,Western Air Express,,WAE,WESTERN EXPRESS,United States,1
5406,Western Airlines,WA,WAL,WESTERN,United States,1
5407,Western Arctic Air,,WAL,WESTERN ARCTIC,Canada,1
5408,Western Aviators,,WTV,WESTAVIA,United States,1
5409,Western Express Air Lines,,WES,WEST EX,Canada,1
5410,Western Pacific Airlines,,KMR,KOMSTAR,United States,1
5411,Western Pacific Airservice,,WPA,WESTPAC,Solomon Islands,1
5412,Westflight Aviation,,WSL,WEST LINE,United Kingdom,1
5413,Westgates Airlines,,WSA,WESTATES,United States,1
5414,Westland Helicopters,,WHE,WESTLAND,United Kingdom,1
5415,Westpoint Air,,WTP,WESTPOINT,Canada,1
5416,Westward Airways,CN,WWD,WESTWARD,United States,1
5417,White,,WHT,YOUNG SKY,Portugal,1
5418,White Eagle Aviation,,WEA,WHITE EAGLE,Poland,1
5419,White River Air Services,,WRA,,Canada,1
5420,Whyalla Airlines,,WWL,,Australia,1
5421,Widerøe,WF,WIF,WIDEROE,Norway,1
5422,Wiggins Airways,,WIG,WIGGINS AIRWAYS,United States,1
5423,Wiking Helikopter Service,,WHS,WEEKING,Germany,1
5424,Wilbur's Flight Operations,,WFO,WILBURS,United States,1
5425,Williams Air,,WLS,WILLIAMS AIR,United States,1
5426,Williams Grand Prix Engineering,,WGP,GRAND PRIX,United Kingdom,1
5427,Wimbi Dira Airways,,WDA,WIMBI DIRA,Democratic Republic of Congo,1
5428,Winair,,WNA,WINAIR,United States,1
5429,Wind Jet,IV,JET,GHIBLI,Italy,1
5430,Wind Spirit Air,,WSI,WIND SPIRIT,United States,1
5431,Windrose Air,,QGA,QUADRIGA,Germany,1
5432,Windward Islands Airways International,,WIA,WINDWARD,Netherland,1
5433,Wings Air,IW,WON,WINGS ABADI,Indonesia,1
5434,Wings Air Transport,,WAT,,Sudan,1
5435,Wings Airways,,WAW,WING SHUTTLE,United States,1
5436,Wings Aviation,,WOL,WINGJET,Guyana,1
5437,Wings Express,,WEX,WINGS EXPRESS,United States,1
5438,Wings of Alaska,K5,WAK,WINGS ALASKA,United States,1
5439,Wings of Lebanon Aviation,,WLB,WING LEBANON,Lebanon,1
5440,Winlink,,WIN,WINLINK,Saint Lucia,1
5441,Wisconsin Air National Guard,,WAG,,United States,1
5442,Wisman Aviation,,WSM,WISMAN,United States,1
5443,Wizz Air,W6,WZZ,WIZZ AIR,Hungary,1
5444,Wizz Air Hungary,8Z,WVL,WIZZBUL,Bulgaria,1
5445,Wondair on Demand Aviation,,WNR,WONDAIR,Spain,1
5446,Woodgate Executive Air Charter,,CWY,CAUSEWAY,United Kingdom,1
5447,World Airways,WO,WOA,WORLD,United States,1
5448,World Weatherwatch,,XWW,,Canada,1
5449,World Wing Aviation,,WWM,MANAS WING,Kyrgyzstan,1
5451,Worldwide Air Charter Systems,,CSW,CHARTER SYSTEMS,Canada,1
5452,Worldwide Aviation Services,,WWS,,Pakistan,1
5453,Worldwide Jet Charter,,WWI,WORLDWIDE,United States,1
5454,Wright Air Lines,,WRT,WRIGHT-AIR,United States,1
5455,Wright Air Service,8V,WRF,WRIGHT FLYER,United States,1
5456,Wuhan Airlines,,CWU,WUHAN AIR,China,1
5457,Wycombe Air Centre,,WYC,WYCOMBE,United Kingdom,1
5458,Wyoming Airlines,,WYG,WYOMING,United States,1
5459,XL Airways France,SE,SEU,STARWAY,France,1
5460,XP Internation,,XPS,XP PARCEL,Netherlands,1
5461,Xabre Aerolineas,,XAB,AERO XABRE,Mexico,1
5462,Xclusive Jet Charter Limited,,XJC,EXCLUSIVE JET,United Kingdom,1
5463,Xerox Corporation,,XER,XEROX,United States,1
5464,Xiamen Airlines,MF,CXA,XIAMEN AIR,China,1
5465,Xinjiang Airlines,,CXJ,XINJIANG,China,1
5466,Xjet Limited,,XJT,XRAY,United Kingdom,1
5467,Xtra Airways,XP,CXP,RUBY MOUNTAIN,United States,1
5468,Yak-Service,,AKY,YAK-SERVICE,Russia,1
5469,Yakolev,,YAK,YAK AVIA,Russia,1
5470,Yamal Airlines,YL,LLM,YAMAL,Russia,1
5471,Yana Airlines,,CYG,VICAIR,Cambodia,1
5472,Yangtze River Express,Y8,YZR,YANGTZE RIVER,China,1
5473,Yellow Wings Air Services,,ELW,YELLOW WINGS,Kenya,1
5474,Yemenia,IY,IYE,YEMENI,Yemen,1
5475,Yerevan-Avia,,ERV,YEREVAN-AVIA,Armenia,1
5476,Young Flying Service,,YFS,YOUNG AIR,United States,1
5477,Yuhi Air Lines,,AYU,,Japan,1
5478,Yuzhnaya Aircompany,,UGN,PLUTON,Kazakhstan,1
5479,Yuzhmashavia,,UMK,YUZMASH,Ukraine,1
5480,Z-Avia,,RZV,ZEDAVIA,Armenia,1
5481,Zagros Airlines,,IZG,ZAGROS,Iran,1
5482,Zaire Aero Service,,ZAI,ZASAIR,Democratic Republic of Congo,1
5483,Zairean Airlines,,ZAR,ZAIREAN,Democratic Republic of Congo,1
5484,Zambian Airways,Q3,MBN,ZAMBIANA,Zambia,1
5485,Zambezi Airlines,,ZMA,ZAMBEZI WINGS,Zambia,1
5486,Zanair,,TAN,ZANAIR,Tanzania,1
5487,Zantop International Airlines,,ZAN,ZANTOP,United States,1
5488,ZAS Airlines of Egypt,,ZAS,ZAS AIRLINES,Egypt,1
5489,Zenith Air,,AZR,ZENAIR,South Africa,1
5490,Zenmour Airlines,,EMR,ZENMOUR,Mauritania,1
5491,Zephyr Express,,RZR,RECOVERY,United States,1
5492,Zhejiang Airlines,,CJG,ZHEJIANG,China,1
5493,Zhetysu,,JTU,ZHETYSU,Kazakhstan,1
5494,Zhez Air,,KZH,,Kazakhstan,1
5495,Zhongfei General Aviation,,CFZ,ZHONGFEI,China,1
5496,Zhongyuan Aviation,,CYN,ZHONGYUAN,China,1
5497,Zip,3J,WZP,ZIPPER,Canada,1
5498,Zimex Aviation,C4,IMX,ZIMEX,Switzerland,1
5499,Zoom Airlines,Z4,OOM,ZOOM,Canada,1
5500,Zoom Airways,,ZAW,ZED AIR,Bangladesh,1
5501,Zorex,,ORZ,ZOREX,Spain,1
5502,Zracno Pristaniste Mali Losinj,,MLU,MALI LOSINJ,Croatia,1
5503,Tyrolean Airways,\N,TYR,TYROLEAN,\N,1
5504,buzz,UK,BUZ,\N,\N,1
5506,Sky Express,XW,SXR,SKYSTORM,Russia,1
5508,Royal Air Cambodge,VJ,RAC,,Cambodia,1
5510,TEA Switzerland,,4SW,,Switzerland,1
5512,Air Busan,BX,ABL,Air Busan,Republic of Korea,1
5513,TUI Airlines Belgium,TB,TUB,BEAUTY,Belgium,1
5514,Arctic Air,,AKR,Arctic Norway,Norway,1
5515,Braathens,BU,BRA,Braathens,Norway,1
5516,Globus,GH,GLP,,Russia,1
5517,Air Kazakhstan,9Y,KZK,Kazakh,Kazakhstan,1
5518,Japan Air System,JD,JAS,Air System,Japan,1
5521,Rheintalflug,,RTL,Rheintal,Austria,1
5522,Dan-Air London,,DAN,,United Kingdom,1
5523,Fred. Olsen,,FOF,,Norway,1
5525,Robin Hood Aviation,,RHA,Sherwood,Austria,1
5527,United Airways,4H,UBD,UNITED BANGLADESH,Bangladesh,1
5528,Inter European Airways,,IEA,,United Kingdom,1
5529,Trans Maldivian Airways,M8,TMW,,Maldives,1
5530,Fly540,5H,FFV,SWIFT TANGO,Kenya,1
5531,Transavia France,TO,TVF,FRENCH SUN,France,1
5532,Island Air (WP),WP,MKU,,United States,1
5533,Uni Air,B7,UIA,Glory,Taiwan,1
5535,NordWind Airlines,,NWS,NORDLAND,Russia,1
5536,Red Wings,WZ,RWZ,AIR RED,Russia,1
5537,Hellenic Star Airways,,HST,Hellenic Star,Greece,1
5538,BAE Systems Flight Training,,BAZ,,Australia,1
5540,Felix Airways,FU,FXX,,Yemen,1
5541,Kostromskie avialinii,K1,KOQ,,Russia,1
5542,Greenfly,XX,GFY,,Spain,1
5545,ELK Airways,--,ELK,,Estonia,1
5546,Gabon Airlines,GY,GBK,GABON AIRLINES,Gabon,1
5547,MCA Airlines,,MCA,CALSON,Sweden,1
5548,Maldivo Airlines,ML,MAV,Maldivo,Maldives,1
5549,Virgin Pacific,VH,VNP,,Fiji,1
5553,LÍO Flugmennt,,LIO,,Iceland,1
5555,Eastar Jet,ZE,ESR,Eastar,South Korea,1
5556,Jin Air,LJ,JNA,Jin Air,South Korea,1
5557,Wataniya Airways,,KW1,,Kuwait,1
5560,Baltic Air lines,B1,BA1,Baltic,Latvia,1
5561,Ciel Canadien,YC,YCC,Ciel,Canada,1
5562,Canadian National Airways,CN,YCP,CaNational,Canada,1
5563,Epic Holiday,FA,4AA,Epic,United States,1
5564,Indochina Airlines,,AXC,Airspup,Vietnam,1
5565,JetWind,,JWW,Jetwind,United States,1
5568,German Air Force - FLB,,FLB,FLB,Germany,1
5569,City-Air Germany,,CIP,,Germany,1
5571,Line Blue,L8,LBL,Bluebird,Germany,1
5572,FlyLAL Charters,,LLC,,Lithuania,1
5573,Blue Sky America,BU,BKY,,United States,1
5574,Texas Spirit,XS,TXP,,United States,1
5575,Illinois Airways,IL,ILW,,United States,1
5577,Texas Wings,TQ,TXW,TXW,United States,1
5578,California Western,KT,CWS,,United States,1
5579,Dennis Sky,DH,DSY,DSY,Israel,1
5581,Atifly,A1,A1F,atifly,United States,1
5585,Aerolineas heredas santa maria,,SZB,,Dominican Republic,1
5587,Jc royal.britannica,,JRB,,United Kingdom,1
5590,CanXpress,C1,CA1,CAX,Canada,1
5592,Sharp Airlines,SH,SHA,SHARP,Australia,1
5593,CanXplorer,C2,CAP,,Canada,1
5595,World Experience Airline,W1,WE1,WEA,Canada,1
5599,Tianjin Airlines,,GCR,,China,1
5601,Locair,ZQ,LOC,LOCAIR,United States,1
5603,SeaPort Airlines,K5,SQH,SASQUATCH,United States,1
5605,Fly Illi,IL,ILY,,United States,1
5607,Star1 Airlines,V9,HCW,,Lithuania,1
5612,Enerjet,,ENJ,ENERJET AIR,Canada,1
5613,MexicanaLink,I6,MXI,LINK,Mexico,1
5614,Island Spirit,IP,ISX,,Iceland,1
5616,Orbest,,OBS,ORBEST,Portugal,1
5617,Southern Air Charter,,SOA,,Bahamas,1
5618,SVG Air,,SVG,Grenadines,Saint Vincent and the Grenadines,1
5619,Air Century,,CEY,,Dominican Republic,1
5623,Sol Lineas Aereas,,OLS,FLIGHT SOL,Argentina,1
5624,Regional Paraguaya,P7,REP,REGIOPAR,Paraguay,1
5626,Transportes Aereos Cielos Andinos,,NDN,ANDINOS,Peru,1
5628,EasyFly,,EFY,EASYFLY,Colombia,1
5631,Andalus Lineas Aereas,,ANU,Andalus,Spain,1
5632,Air 26,,DCD,DUCARD,Angola,1
5633,Mauritania Airways,,MTW,MAURITANIA AIRWAYS,Mauritania,1
5634,CEIBA Intercontinental,,CEL,CEIBA LINE,Equatorial Guinea,1
5639,AlMasria Universal Airlines,UJ,LMU,ALMASRIA,Egypt,1
5640,EgyptAir Express,,MSE,EGYPTAIR EXPRESS,Egypt,1
5642,Air Italy Egypt,,EUD,,Egypt,1
5643,KoralBlue Airlines,K7,KBR,KORAL BLUE,Egypt,1
5644,Wind Rose Aviation,,WRC,WIND ROSE,Ukraine,1
5645,Elysian Airlines,E4,GIE,,Cameroon,1
5646,Sevenair,,SEN,SEVENAIR,Tunisia,1
5647,Hellenic Imperial Airways,HT,IMP,IMPERIAL,Greece,1
5648,Amsterdam Airlines,WD,AAN,AMSTEL,Netherlands,1
5649,Arik Niger,Q9,NAK,,Niger,1
5651,STP Airways,8F,STP,SAOTOME AIRWAYS,Sao Tome and Principe,1
5653,Skyjet Airlines,UQ,SJU,SKYJET,Uganda,1
5655,Transavia Denmark,,TDK,,Denmark,1
5656,Royal Falcon,RL,RFJ,,Jordan,1
5657,Euroline,4L,MJX,GEO-LINE,Georgia,1
5658,Worldways,WG,WGC,,Canada,1
5659,Turkuaz Airlines,,TRK,TURKU,Turkey,1
5661,Viking Hellas,VQ,VKH,DELPHI,Greece,1
5662,Norlandair,,FNA,NORLAND,Iceland,1
5663,Flugfelag Vestmannaeyja,,FVM,ELEGANT,Iceland,1
5665,Euro Harmony,EH,EHM,,Portugal,1
5668,Gadair European Airlines,GP,GDR,GADAIR,Spain,1
5669,Spirit of Manila Airlines,SM,MNP,MANILA SKY,Philippines,1
5670,Chongqing Airlines,OQ,CQN,CHONG QING,China,1
5671,Grand China Air,,GDC,GRAND CHINA,China,1
5672,West Air China,PN,CHB,WEST CHINA,China,1
5674,QatXpress,C3,QAX,,Qatar,1
5675,OneChina,1C,1CH,,China,1
5677,Joy Air,JR,JOY,JOY AIR,China,1
5680,Jagson Airlines,,JGN,JAGSON,India,1
5684,Fars Air Qeshm,,QFZ,FARS AIR,Iran,1
5685,Eastok Avia,,EAA,,Kyrgyzstan,1
5686,Jupiter Airlines,,JPU,JUPITERAIR,United Arab Emirates,1
5687,Vision Air International,,VIS,,Pakistan,1
5690,Korea Express Air,,KEA,,South Korea,1
5691,Eznis Airways,,EZA,EZNIS,Mongolia,1
5692,Pacific Flier,,PFL,KOROR,Palau,1
5693,Syrian Pearl Airlines,,PSB,,Syria,1
5697,Parmiss Airlines (IPV),PA,IPV,IPV,Iran,1
5698,EuropeSky,ES,EUV,EuropeSky,Germany,1
5699,BRAZIL AIR,GB,BZE,BRAZIL AIR,Brazil,1
5700,Homer Air,MR,OME,,Germany,1
5701,Court Line,??,???,,United Kingdom,1
5702,South West Africa Territory Force,??,***,,Namibia,1
5703,Lombards Air,++,---,,South Africa,1
5704,U.S. Air,-+,--+,,United States,1
5705,Flitestar,GM,#ERROR!,,South Africa,1
5706,Jayrow,\\',\\'\\,,Australia,1
5707,Llloyd Helicopters,::,:::,,Australia,1
5710,PanAm World Airways,WQ,PQW,,United States,1
5711,Virginwings,YY,VWA,,Germany,1
5712,KSY,KY,KSY,KSY,Greece,1
5713,Buquebus Líneas Aéreas,BQ,BQB,,Uruguay,1
5714,SOCHI AIR,CQ,KOL,SLOW FROG,Russia,1
5715,Wizz Air Ukraine,WU,WAU,WIZZAIR UKRAINE,Ukraine,1
5716,88,47,VVN,,Cyprus,1
5717,LCM AIRLINES,LQ,LMM,,Russia,1
5718,Aero Brazil,BZ,BZL,,Brazil,1
5721,THREE,H3,T33,,China,1
5723,Tom\\'s & co airliners,&T,T&O,T&,France,1
5724,Azul,AD,AZU,,Brazil,1
5725,LSM Airlines,PQ,LOO,slowbird,Russia,1
5726,Zapolyarie Airlines,,PZY,,Russia,1
5727,Finlandian,,FN1,,Finland,1
5728,LionXpress,C4,LIX,LIX,Cameroon,1
5732,Fly Dubai,FZ,FDB,,United Arab Emirates,1
5733,Domenican Airlines,D1,MDO,Domenican,Dominican Republic,1
5734,ConneX European Airline,,2CO,ConneX,Austria,1
5737,Aereonautica militare,JY,AXZ,,Italy,1
5738,Kal Star Aviation,,KLS,,Indonesia,1
5739,LSM AIRLINES,YZ,YZZ,Moscow frog,Russia,1
5740,Aero Lloyd (YP),YP,AEF,,Germany,1
5743,Zabaykalskii Airlines,ZP,ZZZ,Lakeair,Russia,1
5744,CBM America,,XBM,AIRMAX,United States,1
5745,Marysya Airlines,M4,1QA,MARSHAK AIR,Russia,1
5748,Westfalia Express VA,,WFX,,Germany,1
5750,Zuliana de Aviacion,OD,ULA,,Venezuela,1
5751,Black Stallion Airways,BZ,BSA,Stallion,United States,1
5752,German International Air Lines,GM,GER,,Germany,1
5753,TrasBrasil,TB,TBZ,,Brazil,1
5754,TransBrasil Airlines,TH,THS,,Brazil,1
5757,AIR INDOCHINE,,IIA,,Vietnam,1
5759,Happy Air,,HPY,,Thailand,1
5760,Solar Air,,SRB,Solar Air,Thailand,1
5761,Air Mekong,P8,MKG,Air Mekong,Vietnam,1
5763,Air Hamburg (AHO),HH,AHO,Air Hamburg,Germany,1
5764,ZABAIKAL AIRLINES,Z6,ZTT,BAIKAL,Russia,1
5765,TransHolding,TI,THI,,Brazil,1
5766,SUR Lineas Aereas,,SZZ,,Argentina,1
5767,Aerolineas Africanas,,AA1,,Guinea,1
5769,Georgian Airlines,,GEG,,Georgia,1
5772,Serbian Airlines,S1,SA1,,Serbia,1
5774,TransHolding System,YO,TYS,,Brazil,1
5775,CCML Airlines,CB,CCC,,Colombia,1
5777,Small Planet Airlines,,ELC,,Lithuania,1
5778,Fly Brasil,F1,FBL,FBL,Brazil,1
5779,AUOS,,AUK,AUOS,United Kingdom,1
5780,CB Airways UK ( Interliging Flights ),1F,CIF,,United Kingdom,1
5781,Fly Colombia ( Interliging Flights ),3F,3FF,,Colombia,1
5782,Trans Pas Air,T6,TP6,,United States,1
5784,Himalayan Airlines,HC,HYM,Himalayan,Nepal,1
5785,Indya Airline Group,G1,IG1,Indya1,India,1
5787,Turkish Wings Domestic,,TWD,TWD,Turkey,1
5788,Japan Regio,ZX,ZXY,,Japan,1
5789,OCEAN AIR CARGO,,IXO,,India,1
5794,Nihon.jet connect,,NX1,,Kyrgyzstan,1
5797,Sky Regional,RS,SKV,Sky Regional,Canada,1
5799,Cruzeiro do Sul Servicos Aereos,,CRZ,,Brazil,1
5800,LSM International,II,UWW,moose,Russia,1
5801,Baikotovitchestrian Airlines,BU,BUU,,American Samoa,1
5802,Luchsh Airlines,L4,LJJ,russian sky,Russia,1
5803,ENTERair,,QQQ,,Poland,1
5806,Mongolian International Air Lines,7M,ZTF,Mongol_AIr,Mongolia,1
5808,Tway Airlines,TW,TWB,TWAY AIR,South Korea,1
5810,Jusur airways,JX,JSR,,Egypt,1
5811,NEXT Brasil,XB,NXB,XB,Brazil,1
5812,AeroWorld,W4,WER,sovet,Russia,1
5816,Usa Sky Cargo,E1,ES2,USKY,United States,1
5817,Hankook Airline,HN,HNX,HNX,South Korea,1
5820,Hellenic Airways,1H,HEY,Hellenic,Greece,1
5823,Sprintair,,SRN,,Poland,1
5825,Marusya Airways,Y8,MRS,snowball,Russia,1
5826,Era Alaska,7H,ERR,ERAH,United States,1
5827,AirRussia,R8,RRJ,russiancloud,Russia,1
5828,Hankook Air US,H1,HA1,,United States,1
5830,Canadian World,10,CNN,Canadian,Canada,1
5831,Pim Air,,PHJ,Pim Air,Netherlands,1
5832,Carpatair Flight Training,,SMW,Smartwings,Romania,1
5833,I-Fly,H5,RSY,RUSSIAN SKY,Russia,1
5835,Compania de Aviacion Faucett,,CFP,,Peru,1
5836,Kar-Air,,KAR,,Finland,1
5839,Whitejets,,WTJ,WHITEJET,Brazil,1
5840,VickJet,KT,VKJ,Vickjet,France,1
5842,Hamburg Airways,,HAY,,Germany,1
5843,Salsa d\\'Haiti,SO,SLC,SALSA,Haiti,1
5845,Kan Air,,KND,Kan Air,Thailand,1
5846,Air Cudlua,,CUD,Cudlua,United Kingdom,1
5848,Air Explore,,AXE,,Slovakia,1
5849,TROPICAL LINHAS AEREAS,T1,TP3,,Brazil,1
5850,12 North,12,N12,12N,India,1
5851,Holidays Czech Airlines,,HCC,,Czech Republic,1
5852,Comtel Air,,COE,,Austria,1
5853,Mint Airways,,MIC,,Spain,1
5854,Orbit Airlines,,OBT,Orbit,United States,1
5855,Air Bucharest,,BUR,,Romania,1
5856,AlbaStar,,LAV,,Spain,1
5857,Mauritania Airlines International,L6,MAI,,Mauritania,1
5858,MAT Airways,6F,MKD,,Macedonia,1
5859,Asian Wings Airways,AW,AWM,Asian Star,Burma,1
5860,Air Arabia Egypt,E5,RBG,,Egypt,1
5861,Eagles Airlines,,EGS,EAGLES,Italy,1
5862,YES Airways,,YEP,,Poland,1
5864,Direct Aero Services,,DSV,,Romania,1
5865,Medallion Air,,MDP,MEDALS,Romania,1
5866,Orchid Airlines,OI,ORC,,Australia,1
5867,Asia Wings,Y5,AWA,,Kazakhstan,1
5868,Georgian International Airlines,,GNN,GEO-LINE,Georgia,1
5869,Air Batumi,,BTM,,Georgia,1
5871,Nile Air,NP,NIA,NILEBIRD,Egypt,1
5872,Feeder Airlines,,FDD,,Sudan,1
5873,Senegal Airlines,DN,SGG,,Senegal,1
5876,Copenhagen Express,0X,CX0,Copex,Denmark,1
5877,BusinessAir,8B,BCC,,Thailand,1
5879,Compass Airlines (Australia),,CYM,Compair,Australia,1
5880,XOJET,,XOJ,,United States,1
5881,Dexter (DXT),,DXT,Dexter,Russia,1
5882,Sky Wing Pacific,C7,CR7,,South Korea,1
5883,Bateleur Air,,BEU,,South Africa,1
5884,Air Indus,PP,AI0,AIPL,Pakistan,1
5885,Samurai Airlines,7,770,Sam,Pakistan,1
5886,AirOne Continental,0,0,Eastern,Slovakia,1
5887,AirOne Polska,U1,1,AOC,Poland,1
5888,Orbit International Airlines,,OAI,OA,United States,1
5889,Orbit Regional Airlines,,OAR,OA,United States,1
